,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
cell_177,1.5138676,-1.5524116,1.7398568,-1.0774628,-0.13549745,-0.8832718,-1.8792934,2.395824,-1.1552253,0.23896512,0.3159448,-0.13127884,-1.2767226,-0.495141,-0.23368439,0.09765473,-1.4336238,2.8986254,3.043649,-0.043607213,2.2299201,0.016580135,1.4197359,0.10818771,2.114269,-0.8889229,-0.26891223,1.8852923,-0.29717997,0.11641914,0.5520258,2.4446967,-1.0562432,-1.5535275,-0.8429985,-0.60892916,-1.8792934,0.06260827,-0.6933249,0.779487,-0.2650652,-1.8792934,-1.0837785,1.4788542,0.9893238,-1.7582443,-0.9256064,-0.83623725,0.7748317,1.1341224,1.0632875,-1.8792934,1.6049187,-1.7001234,-0.74942815,1.2790849,-0.6885819,2.79211,-1.3621624,1.4553174,0.26048356,-1.7167228,-1.8792934,-0.2022496,-0.61123246,2.3077652,0.21523842,-1.5807238,1.3957523,0.91808915,1.1604621,-0.7056757,0.8005502,-0.3654456,3.261944,2.0580528,-0.2966942,-1.8534312,-1.3376415,1.3397466,-1.3431695,-0.47907525,2.2941325,0.76041996,0.20321856,0.720237,1.7547333,-1.8752176,0.27294886,-0.29025167,0.84611756,1.5557353,2.7138255,0.9934213,-0.25951952,-1.5010759,-0.8585102,-1.7877176,-0.09080137,0.19804063
cell_178,0.74322665,-0.5264957,1.0370369,-0.7178127,0.2410892,-1.0139552,-1.8792934,1.7954419,-0.63466716,-0.82072186,0.9003208,0.28142267,-1.4942795,0.9093945,0.7294988,-0.5404374,-0.50362766,1.2533387,1.8680767,-0.9456268,0.84431434,-0.73599964,2.3439858,-0.62755257,0.8922327,-1.6904204,-1.0589036,2.144794,0.45226398,1.7317183,1.149179,0.24054462,0.009491593,-0.48817238,0.9005788,-0.6762567,-1.8792934,-0.11080271,0.57767475,2.2079718,-0.9236984,-1.1319306,-0.32507196,1.3607684,1.1069567,-0.7538427,-0.32737467,0.11876074,1.3497753,0.5933393,-0.15076499,-1.8792934,0.74345046,-1.004983,-0.6424772,0.54469126,-1.2610182,0.83930415,0.22336957,1.8566725,1.0154276,-0.6840286,-1.4362981,-1.6138769,-0.90021944,0.5776812,-0.2503891,-1.369226,1.1681652,0.22562352,0.80359745,-1.8792934,0.7929207,0.9319142,2.5141463,2.2730124,-0.41351935,-1.44486,-0.86417437,1.5667086,-1.5739882,-1.0299507,1.6513349,0.58150566,1.0507166,1.1709483,0.97253054,-1.5169301,-0.75470054,-0.019526236,0.81475,0.6015844,1.8110414,2.3609886,0.014337093,-1.3543863,0.008565009,-1.8792934,-1.2207689,0.9588712
cell_179,1.1238455,1.4844246,-1.795409,1.7902923,0.046580277,-1.8792934,-1.8792934,2.1812267,-0.4819165,-1.1871352,0.5463322,-1.4911041,1.094271,0.07456799,-0.073546484,-1.8792934,-1.3778701,-1.8792934,-0.52573454,0.64603615,-1.2635401,-0.73241854,0.5621247,1.0255147,-1.3004053,1.2598983,-0.8463334,-0.71348673,-1.6272894,1.150825,0.73275566,-1.8792934,-1.1214663,1.8218906,-0.7015837,1.066416,-0.5239692,-0.23595648,-1.2602592,0.25874537,-1.8792934,2.097251,0.841591,-0.2563899,-0.9024014,0.36230603,1.0075462,-0.14135808,0.35615882,-1.2966198,1.0972253,-1.6340541,-0.46485198,-0.81341153,-1.8692646,-0.5641469,-1.3686498,1.8982587,-1.8792934,-0.6834713,1.840373,-1.8792934,1.5274062,0.94886446,1.8446656,-0.79691195,-0.6935424,-0.41919905,0.6215985,-0.24692522,2.2826824,1.4577439,-1.6465735,1.2029647,-0.68499154,-0.7745606,2.1871498,-0.8441202,0.87500703,-1.7218473,-1.5203872,1.1599332,0.5062679,1.3579657,0.13569754,-0.84077007,0.5087189,0.07742506,-0.83551574,-1.8792934,2.2043366,-1.7871743,-0.14691356,-1.1076974,-0.56746227,1.191124,1.4505438,-0.22247642,1.4082649,0.5423696
cell_180,1.3645035,1.2476305,-0.74995244,1.2229412,0.4794341,-1.8792934,-1.8792934,2.7043595,-0.18720534,-1.1755437,1.2457623,-1.7324363,-0.49090043,0.73373747,0.31279713,-1.6012458,-0.72082305,-0.39183253,-0.5947432,0.36231795,-1.3571327,-1.8792934,1.447017,0.73974574,-0.7743958,1.1547732,-1.2991433,-0.7690083,-1.7906088,2.1042652,1.2777144,-1.2037935,-0.99836,1.9816244,-0.0276919,1.4688381,-1.4050266,-0.13753714,-1.0563596,0.32206342,-1.8792934,1.1435962,1.1242459,-0.018152356,-0.093468964,1.3243192,0.18077536,0.74969876,1.0465461,-0.42445105,1.086591,-1.8792934,-0.97177356,-0.42593855,-1.542999,-0.6617246,-1.5430992,1.0465196,-0.43082857,0.06455359,2.5981395,-1.8792934,0.80968785,0.24666928,1.3955175,-1.062288,-1.6302873,-1.4120524,1.6973526,-0.24103281,2.4609413,0.51159024,-0.68610173,0.97545683,-0.1855303,0.47322702,1.5978355,-1.5089147,1.4047847,-0.71061397,-1.8769789,1.0332893,1.1831017,0.6391901,0.39434463,-0.64452213,0.4943753,-1.1915889,-0.6450378,-1.633979,1.0477684,-1.8014969,-0.0066478252,0.53693163,-0.5638916,0.12011492,1.3690672,0.19417754,-0.12614498,-0.092781425
cell_181,0.2981756,0.2998023,1.1686105,-0.7794652,0.939836,-0.7252254,-1.8792934,2.3047895,-1.0528382,0.11006418,0.27022415,0.1962556,-1.8792934,0.6305943,1.4085681,-0.38303423,0.10826936,0.22535023,1.1102825,-1.2040083,1.3155649,-1.2106336,1.6644545,-0.962077,0.033549637,-1.8792934,-0.7357511,2.2039075,0.5803336,2.7062285,1.78662,-0.5350662,-0.077165574,0.07166006,1.3984568,-0.5216837,-1.8792934,0.6480598,1.0113666,2.1200745,-1.3891661,-0.34186846,1.2209485,1.5551361,1.7773724,0.3476159,-0.331159,0.5952713,2.5835888,0.48112285,-0.9952112,-0.86193633,-0.6100054,-1.1211274,-0.77940285,-0.0638203,-1.4062876,0.68536603,1.2953016,1.3151305,2.042504,0.41739848,-1.6466036,-1.8792934,-1.579501,0.64649534,-0.5095407,-1.8792934,1.8272345,-0.19702101,1.7852741,-1.8792934,1.5497051,0.96611786,1.1780388,2.204034,0.11670932,-1.55213,-0.73694384,2.2023768,-0.58802015,-1.1007953,1.7557513,1.2213086,1.2810981,0.767691,1.0822617,0.161669,-1.1923472,0.33907542,1.2701279,-0.14126657,1.7960942,2.1481686,0.3227545,-1.289628,1.1624862,-1.8792934,-1.8164846,2.1285622
cell_182,-0.75113124,0.8842581,0.07734373,0.5115104,0.103520736,-0.7457322,-0.706997,0.96255696,0.8949237,-0.5492029,0.66652906,0.44828853,-0.54432577,1.2185363,2.1362803,-1.2613639,0.79146165,-0.85838807,-0.24016194,-1.7030343,1.6381742,-0.4585579,1.6274157,-0.58787084,0.08397105,-1.6698569,-1.3323176,1.3544259,1.0418667,2.530116,1.4976257,-1.4589108,0.2050069,1.4760888,0.6105533,-1.6460421,-1.525268,1.4155555,2.3733819,2.0189738,-0.9144919,1.8172642,1.512878,0.23046929,0.06627059,0.08426258,1.4185734,0.75548124,1.5583268,-0.9086679,-1.5550826,-0.5248129,-0.56833255,-1.6068739,-0.98973036,0.28407407,-1.5044205,0.5901407,0.17332911,1.1646321,-0.3838482,0.30991542,-0.69164383,-1.8792934,-1.2347873,-0.83691967,0.84357685,0.078222305,1.4258661,-0.07910845,-0.11304915,-0.10787949,-0.111429274,1.9711272,0.45528212,1.3366302,0.6377905,-1.8667858,-1.8792934,1.2623521,-1.8792934,-0.9372791,1.4167029,1.197573,1.6128477,0.31148002,0.8249406,0.777967,-1.6934873,-0.7617172,1.8736014,-0.17229614,1.4745097,2.6379275,-0.28329378,-0.28632385,2.0956557,-1.6989682,-1.387616,1.7836591
cell_183,-0.86808586,1.1714408,0.29274434,0.7787547,0.5604559,-0.39218795,-0.4512669,0.46435887,-0.05161494,-0.38312334,-0.37604615,0.29024073,0.041644666,0.9514662,0.41472828,-0.71227396,1.5616133,-1.6827893,0.10274249,-1.2981368,1.2332157,-0.57270217,1.401175,-0.744931,-0.025116026,-1.8792934,-1.3380698,1.4633114,1.2073337,1.770777,1.6381737,-1.5161666,0.71189797,0.7862198,1.1066933,-1.6691024,-1.2038972,1.1547254,2.10399,2.1601756,0.15772761,0.4272946,1.3087399,1.1756525,0.5006962,0.7730031,0.92042124,0.23152462,2.0209222,-0.83182025,-0.20317325,-0.43567234,-0.62684524,-1.6350757,-0.42989567,-0.55235046,-0.8614354,-0.28446746,0.6443125,1.4105144,-0.4138077,-0.29024118,0.14726394,-1.8792934,-1.6779916,-1.5316283,1.0769228,0.31549308,-0.0699178,0.9120444,0.45622364,-0.8540244,0.47786957,1.0047185,-0.2621045,0.7716501,0.524166,-1.8792934,-0.75979924,1.6506455,-1.8792934,-1.100248,1.0865294,1.6639754,0.91691154,0.8300623,1.1020805,0.81272984,-1.3707334,0.42563638,0.7603326,-0.11422944,1.3024111,2.5419457,-0.27235806,-0.397541,0.88556224,-1.801076,-1.8028157,1.5356307
cell_184,1.4926612,1.229858,-1.3225609,1.240708,0.7454995,-1.8792934,-1.8792934,2.0406415,-0.51657593,-1.0135393,0.4787173,-1.8792934,0.8816854,0.128546,-0.9242285,-0.80987954,-0.7786179,-1.2839928,-0.3442005,1.180163,-1.8414574,-1.0665234,0.9441438,1.2664219,-0.77783024,1.2898922,-0.609764,-1.7325364,-1.8792934,1.6306283,2.0664775,-1.8792934,-0.95952046,1.2257164,0.28486243,0.93222827,-0.8186802,-0.086986214,-1.3035996,-0.043448616,-1.8792934,1.7300217,0.31849453,0.39729345,-0.717975,0.93551826,1.4725022,0.3187825,0.329422,-0.8245085,1.7945018,-1.8560052,-0.7216933,-0.9505859,-1.8792934,-0.74744534,-1.562648,1.6246364,-1.8792934,-1.2983398,1.469975,-1.8792934,1.9804087,0.11763933,1.5742584,-1.7581207,-0.62145805,-1.1996366,1.4747982,-0.3810897,1.7935175,1.7037778,-1.199636,0.74646693,-0.8026111,-0.20412074,1.6260655,-1.4651908,1.2661955,-1.4172626,-1.8507731,0.8599727,0.9561471,1.1539968,-0.02039364,-0.55806774,0.8957106,-0.7010609,-0.4530707,-1.8792934,1.8552105,-1.797966,-0.40959674,-0.81193876,-0.47990778,0.9146931,1.2661096,0.24115941,1.7014097,1.1030172
cell_185,1.4210414,-1.8792934,1.9915104,-0.4373328,-1.580647,-1.2803628,-1.1035577,2.9781137,0.13904655,0.41804495,1.7733,-1.8792934,-1.0283394,1.934767,0.8961066,-1.1001586,0.21355802,1.8392801,2.3105862,-0.36238885,-0.7968204,0.43061343,1.133512,0.8668302,2.2269268,0.688239,0.93945646,-0.39572644,1.0078647,0.45798525,1.3505908,0.8916351,0.25737444,-1.8435551,-0.9881418,1.6062114,-1.8792934,0.29242313,0.7634442,1.7570604,-0.067899525,-1.8792934,1.6866349,1.2991903,-0.56776184,-1.843341,-0.73449457,-0.06963168,1.1463687,0.281266,-1.1028361,-1.7156178,1.0622333,-1.5530252,1.6943269,-1.5577135,-1.8792934,2.2058163,-0.8104607,1.1237915,1.1708701,-1.8792934,-1.1582732,1.2096,0.8724245,0.606768,-0.18659106,-1.6147267,0.37896466,-0.9563278,1.7516847,0.5893273,-0.6602642,-0.7830499,2.4001498,2.1715684,-0.923752,-0.18450671,0.31692544,-0.82103205,-1.2756991,-0.50537145,2.2868633,-0.20530194,-1.528573,1.698926,2.1163845,-1.8577259,0.03570795,1.1667953,-0.40594423,1.3079674,2.0745742,0.3397486,-1.8792934,0.26403847,0.57199407,-0.32294226,-1.8792934,-0.07836111
cell_186,-1.0163559,-0.94840413,1.0974052,1.3819888,0.90896213,-1.8792934,-1.3894985,0.74577326,-1.0603185,1.0471436,0.4628543,1.5039581,1.2315269,0.9835768,1.7392789,-1.6743072,0.4447068,-0.8590125,-0.26803067,-1.8792934,2.298936,1.7125835,0.711731,-0.93046975,-1.2734427,-1.8413132,-0.94167924,1.8499571,-0.42582804,0.81865424,1.3162665,-0.12748815,0.8463677,1.1461695,0.62973565,-1.1598603,-1.328551,1.6773982,1.4305325,0.97468853,-0.964047,1.0963652,0.9404261,1.1497271,-0.69249153,0.6622022,-0.52004504,1.1807587,1.8063022,-1.4874096,-1.8792934,-0.46757412,-1.0248854,-0.9572934,0.4738067,1.7103362,-1.0627325,1.340252,-0.1603894,1.4026111,-0.95005673,0.45762983,-1.8792934,-1.3889717,-1.1914799,0.29457492,0.41690728,0.528376,0.723606,1.086622,-0.1175904,-1.1265448,0.7788544,1.2577689,2.8469505,1.3811867,0.9852469,-1.1154552,-1.5476497,0.8118142,-1.7184461,-1.0552171,1.290596,1.2284681,0.4041438,1.4263533,1.1548331,-0.10209572,-0.21541013,-1.1358932,0.8619254,-0.26176602,0.94399273,1.2776237,-0.57444847,-0.44128174,2.084453,-1.1674615,-0.52083594,0.7661192
cell_187,-1.4310707,-1.8792934,-1.8792934,1.2749375,0.5202224,-1.8448284,-0.48120734,0.33229536,-1.8088814,2.2853596,-0.13319403,0.311989,2.919907,-1.8792934,-1.0235825,0.76800656,2.0598562,-1.7575195,-1.8792934,-0.5317672,-1.161031,1.0220302,-1.4906403,0.8802565,-1.8792934,1.0678002,1.3069572,-1.0763752,-1.8792934,-1.8792934,0.9569611,-1.8792934,2.4951675,-1.8792934,2.001225,2.5402606,2.413975,-1.1944308,-0.32476386,-1.8792934,2.1807709,-0.71368223,-1.8792934,1.2774854,0.14023614,-0.9091328,-0.16508734,-0.7741022,0.9855801,-1.2287092,-1.8792934,0.020389223,-1.0864527,-0.9185021,0.81796414,-0.57173526,-1.161173,-1.1860883,-1.8792934,-0.9356145,-1.8792934,0.38201985,0.030460652,-0.44191912,-0.74623436,-0.96426797,1.6323148,-1.6504055,-1.8792934,-1.3747289,-0.74809647,-0.9087988,1.131617,0.021070845,2.2778926,-1.8792934,0.041416824,0.39344028,-1.7466505,-1.4594113,-0.07120457,0.94682133,-1.0619096,-1.8792934,-1.8792934,2.6517637,-1.0929633,0.26880145,2.7742038,-1.8087072,-1.651213,0.11903256,1.5348552,0.7419659,0.22124355,0.86192995,-1.0214792,0.31741208,1.8175721,-1.1018983
cell_188,0.19599311,-1.8792934,1.5278767,-0.11022882,-1.441741,-1.481018,-0.75098294,0.9419542,-0.5422582,1.5969478,0.506214,-1.1583319,0.7838154,0.6831975,0.70189065,0.58017373,1.2572012,3.1390657,0.74556524,-0.16846304,0.5075496,1.9408896,0.5148029,1.2560064,1.5028465,0.55898887,0.40501592,-0.449737,-0.7246591,-1.3165413,0.20116027,0.5341147,0.4109284,-1.8792934,-0.5361186,0.13890664,-1.7033846,1.0558699,0.002159126,0.041887343,0.41924927,-1.5893236,0.8006763,0.9459709,-1.8792934,-1.8792934,-1.2292726,-0.12502584,0.41523588,0.7147998,-0.37683532,-1.4016551,1.6223878,-1.8792934,0.96631753,0.46508667,-1.098619,3.0129805,-1.1495651,0.45712012,-0.025597334,-1.8792934,-1.3110852,0.7148399,0.17574087,0.3702105,0.651032,0.40775514,-0.46516207,0.4740603,0.64567983,1.6892164,-0.5508284,-0.7857206,1.2197653,0.5681372,-0.40243092,-0.76718426,-0.5003093,-0.4524126,-1.0493658,-0.20303984,1.5442791,0.072820455,-1.8792934,2.0767317,1.5969436,-1.8792934,1.1984524,0.46797112,-0.6087134,2.0708752,1.9641433,-0.5456213,-0.81938165,-0.47770968,1.5091085,-0.75644255,-0.33631393,0.5289041
cell_189,0.11430056,0.17513894,-0.8220676,0.07724285,-0.43063837,-1.2689843,0.05462128,0.6703083,0.10977024,0.3527521,-1.1924082,-1.8792934,0.2297202,-0.2385425,0.28005838,1.5337656,2.0690722,0.20060399,0.6367112,-0.44157755,1.6375469,-0.92811155,1.2897483,0.010239214,1.4956551,-1.2073021,-1.4009956,0.2490413,1.0628895,0.33714893,1.2013183,-1.2456726,-0.18343729,-0.46551025,0.6121494,-1.3772454,-0.7680868,0.21612898,0.041291263,0.3070346,0.1892229,0.40485895,-0.7720881,0.20712572,-0.6687538,-1.5829158,1.22746,-0.2185173,0.38576317,0.6328483,1.0207515,-1.5609515,1.1907675,-0.25048816,-0.36489898,0.7737875,-0.69804865,0.078531206,-0.9230218,1.7582122,0.15841861,-0.80024064,-0.4680143,-1.264524,-0.35998616,-1.3818647,2.0458343,-0.571664,-0.039670706,0.21983254,0.77047,-0.1484644,1.7588983,-1.2649696,-0.40773556,0.48807067,-1.4812987,-1.3357702,-0.5180153,0.025673766,-1.7425745,-1.060595,0.5576313,0.26300004,-0.42835447,1.1925927,1.7344075,-0.644999,-1.2396088,0.8744357,0.09618682,0.47674763,0.8031188,1.1726873,1.0591948,-0.95106584,-0.6617918,-1.6476803,-0.33071005,1.3491982
cell_190,-0.92465067,9.740504,8.913559,-1.8792934,-1.8792934,11.1104765,2.5377612,-1.8792934,3.695648,-1.8792934,-1.2076821,-1.8792934,-1.8792934,7.239156,-1.8792934,-1.8792934,4.749271,1.4458936,4.7358017,-0.45924395,-1.8792934,5.067109,4.919136,-1.8792934,2.527813,-1.8792934,3.5069494,-0.83372754,-1.8792934,2.2632053,3.2120767,-1.8792934,-1.8792934,-1.8792934,-0.600737,-1.8792934,0.2789527,-1.8792934,13.48121,9.759114,2.6285577,-0.83793795,7.9323826,-1.6365064,1.7097337,-1.3093271,-1.8792934,-1.8792934,-1.8792934,-1.8792934,0.06906983,-1.133125,5.598561,-1.8792934,-1.8792934,4.2837205,-1.8792934,-1.8792934,5.707734,-1.018516,-1.8792934,-1.8792934,7.2251177,-1.8792934,-1.8792934,-1.8792934,9.173378,-1.8792934,0.6560036,-0.2810691,-1.8792934,-1.6373017,-1.8792934,7.4581904,-1.8792934,-0.34434357,-1.8792934,-1.1801422,6.623186,-0.9511027,-1.8792934,6.684106,-1.8792934,-0.88322675,3.4937406,1.1260026,1.8502073,-1.8792934,-1.3762825,9.132163,1.1366198,5.118387,0.10782644,-1.8792934,-1.8792934,-0.057072923,-1.8792934,-1.8792934,-1.8792934,6.2264667
cell_191,2.3218656,-1.536627,1.8663473,-1.8792934,-0.82362247,-0.1871546,-1.8792934,2.5330167,-1.0821984,-0.36573714,1.3076909,0.52985287,-1.8792934,-0.7009164,-0.45114946,-0.25909978,-1.8792934,2.842979,3.3919702,-0.5281857,1.4010588,0.1810933,3.1372185,-0.32476005,1.5510819,-1.583849,-0.08315736,2.066239,-0.11005691,1.1967838,0.6120848,2.5415268,-0.6865913,-1.8792934,-0.118470594,-0.28836426,-1.8792934,-1.5049024,-0.52038443,1.1486309,-1.1236314,-1.8792934,-0.12365341,2.3803291,0.9589175,-1.8198563,-1.7305704,-0.8384806,0.47476524,1.1520424,1.0413026,-1.8792934,1.3216801,-1.7370735,-1.1627725,1.1121879,-1.351301,2.4263935,-0.22566062,0.8223908,0.012248158,-1.8321198,-1.8539356,-0.14175126,-0.9033969,2.6458304,-0.62069803,-1.8792934,2.0026276,0.7884869,1.8123918,-1.8792934,1.0483178,0.8786756,3.2769053,2.1771476,-0.29583567,-1.4208845,-1.184086,1.9209759,-0.73681414,0.1174298,2.090904,1.2512159,1.3373072,0.8096614,0.6254251,-1.8792934,0.28845087,0.39740777,1.4728186,0.87023544,2.4421377,1.4695356,0.27569938,-1.1433535,-1.2688229,-1.1027392,-0.32470906,0.6631291
cell_192,-1.2597653,-1.8792934,-1.8792934,1.59236,0.46612287,-1.8792934,-0.15333602,0.7373344,-1.7469878,2.3028934,0.39942184,-0.23636465,3.1471057,-1.7973269,-1.2092872,0.19649729,1.1577966,-1.8579054,-1.5639229,-0.0845837,-1.188582,0.78772676,-0.8336947,0.7557933,-1.3730998,0.5825758,1.4072508,-0.29804748,-1.8792934,-1.8792934,0.73644507,-1.5028492,1.1226878,-1.8792934,2.6255314,1.9157184,1.3348525,-1.8792934,-0.6575388,-1.4817253,1.639389,-1.0225167,-1.8792934,1.9966629,0.35644847,-0.3800041,-0.09229921,0.1709211,1.1082048,-0.9622421,-1.8138776,-0.60653037,-1.017575,-1.4675311,1.3744236,-1.6210492,-1.8792934,-1.6309669,-1.8792934,-1.1452844,-1.3260511,-0.4596564,-0.19649094,-0.4273571,-0.8087185,-1.0841247,0.9266586,-1.8792934,-1.8792934,-1.8792934,-0.22253007,0.0382016,1.1736237,0.10384981,2.2418246,-1.8585982,-0.007145822,0.9866246,-1.5283746,-1.8792934,-0.14660606,0.21636677,-1.5394297,-1.8792934,-1.822248,2.1311903,-1.0901546,-0.10123691,2.2368953,-1.8792934,-1.734205,0.17707963,1.1970668,1.1293,-0.2856735,0.8097296,-1.7274401,0.09556368,1.8116614,-1.2306545
cell_193,1.794668,-1.3542593,0.9755392,-0.6770278,-0.5068452,-1.361799,-1.4120367,1.5026135,-1.040114,1.0145346,-0.28007895,-0.35319802,0.39301014,-0.5366261,-0.95255697,0.30340296,-0.14809123,1.273835,1.1193851,-0.86895263,2.0725846,0.6174535,1.3293715,0.22089289,1.1562364,-0.87847745,-0.8087739,1.1770184,-0.6020885,0.32338482,0.8010284,1.6107194,-0.1913082,-1.838546,0.012019947,-0.026894063,-1.3978299,0.72314394,-0.37059233,0.91729987,1.0153062,-1.5541946,0.08016753,1.0206342,-0.7237443,-0.90042126,-0.19688025,-0.8263213,0.19517292,0.97920895,0.58049405,-1.5817747,1.5268613,-1.8792934,0.10554288,0.92422616,-0.60191834,2.353197,-1.8792934,1.193297,-0.98002833,-1.8792934,-0.9378829,0.16083302,-0.98149484,0.7578275,0.76776767,-0.73920405,0.8761329,0.4706113,0.7783437,-0.14306545,0.85049355,-0.37962428,3.182725,1.3152523,-0.7653073,-1.4575275,-1.3150448,0.05132018,-1.4754092,-0.32226214,0.7516748,0.6706573,-0.7206833,2.0640645,1.1875205,-1.834178,0.3237719,-0.6539986,0.026871055,1.2603993,1.9292463,0.45247954,-1.8792934,-1.5541348,-0.28700697,-0.60341907,0.7403467,0.5907048
cell_194,-1.4151809,-0.724633,0.18924317,0.5466407,0.9050994,-1.8792934,-0.38506266,0.63996476,-0.6428097,0.9947494,0.06784852,0.13773815,1.3457289,0.42077976,1.19409,0.36515218,0.3956282,-0.7540899,0.41705787,-1.8543494,1.7391803,0.77113074,0.20633903,0.054362983,-0.19888325,-1.0817301,-1.4377216,0.77854115,0.15052155,0.2313464,1.253303,-0.45814204,0.3464193,1.049826,0.8316715,-1.3967588,-0.76203847,0.67819196,1.0557792,0.7754601,-0.29675037,0.7442258,0.09398389,0.9713167,0.20876509,-0.62494254,0.85590863,0.85091376,1.6326832,-0.18319425,-1.7624165,-0.42271188,-0.34618616,-0.890801,-0.26346156,0.32280093,-1.0862635,0.8010968,-0.48871303,2.3743668,-0.7257397,0.016887685,-1.2317358,-1.6940885,-1.6892169,0.3724541,0.6644587,-0.0064705163,-0.38589,0.3304641,0.98114824,-1.1632259,0.83704644,0.25840437,1.8070173,1.2277164,-0.3335685,-1.103863,-1.8792934,0.9315409,-1.3329468,-0.936743,0.95794094,0.8674437,-0.3242994,0.6958591,0.81000227,-0.36497882,-0.48154572,-0.18887515,0.5431182,-0.14331195,1.9772921,1.4076798,0.014154516,-0.6290748,0.6698415,-1.8640748,-0.15882929,0.48887718
cell_195,0.81347996,-1.8792934,3.174759,-1.4968703,-1.6798024,-0.74716365,-1.8792934,1.7950368,-0.34487242,-0.022932231,1.9198711,-1.1386206,-1.0390203,0.94590837,0.64244187,-0.7995344,-0.11690384,3.097257,1.9413978,-0.08256413,-0.5386375,0.96768653,2.0140939,1.4045551,2.5254169,0.67200255,0.87772554,-0.14399019,-0.57540876,-0.27631977,0.46601796,1.3087054,-0.49191147,-1.8792934,-0.38592705,0.81404734,-1.8792934,-0.2042435,0.25396228,1.2812995,-1.1607511,-1.751691,0.4393913,0.96991676,-1.1635709,-1.8792934,-1.7862961,-0.52738994,0.6841532,1.5200392,-0.0045559257,-1.7728107,1.9800484,-1.6270609,-0.4444576,0.7418902,-1.5889891,3.6764772,-0.6335768,0.3232667,0.20887409,-1.8792934,-0.43428883,0.34852028,-0.19126889,1.1511909,-0.09869931,-1.60815,1.3801025,-0.50565267,1.6971155,-0.6765556,-0.19446792,-0.8633673,2.4473956,1.5885292,-0.8291319,0.04215309,0.40482458,0.22444296,-1.1057177,-0.29410893,1.8574237,-0.03293428,-0.8642584,1.4789782,1.5410925,-1.8792934,0.6469748,1.030522,0.39768133,0.98512113,1.8870147,-0.3276146,-0.51257205,-0.46515414,0.27558434,-0.31116277,-0.52365595,0.7980723
cell_196,-0.26684636,-1.3493204,0.036264747,0.29854825,-0.020012945,-1.864692,0.99918437,2.8554556,1.0100722,0.18164948,0.09197086,-1.8792934,-1.2037016,2.5328631,2.4740477,-0.4555086,2.849546,-0.3906926,1.1292801,-1.7002406,-0.8908008,-1.5455619,2.0065024,0.030965593,2.4514225,-0.17983171,0.31566203,-0.3198499,3.188175,0.98219144,2.7824218,-1.7334859,1.0817125,-0.47973073,0.43361035,0.7132941,-1.8792934,1.0669279,0.7472011,2.922457,0.7905237,-1.1122406,1.7357737,1.6861709,-0.11894685,-1.4679273,-0.5238167,-0.019974552,1.293661,0.54813576,-1.8792934,-1.1485747,1.2946701,-1.8792934,1.3962965,-1.8792934,-1.8792934,-0.7297256,0.53769976,2.0055096,2.9223351,-1.0389398,-1.1477147,0.53839886,1.1281404,-1.391535,0.23983347,-0.95768106,0.42335582,-1.7454343,1.5317384,1.4826238,0.6516578,-1.5192338,-0.9573554,1.8669661,-0.8368708,-0.45523757,0.3366599,-0.8835465,-1.784573,-1.6879337,1.3045511,-0.8450331,-1.2593669,1.4440238,2.2391148,-0.89153075,-0.6476363,1.3325343,-1.0489372,0.7853428,2.352055,3.2196977,-0.69629204,-0.5455267,0.5968466,-1.6767344,-1.8792934,-0.44793326
